unique_id,country,city,airport,phone_number,opening_time,closing_time,main_contact,state
804,China,Hutou,November Kilo Quebec Mike Hotel Yankee Uniform Charlie Whiskey Papa Victor Oscar Zulu Juliett India Echo Golf X-ray Delta,393-6675,"error: invalid date ""08:00""",Goldenrod,Addy,ACTIVE
805,United States,Lexington,Kilo Tango Whiskey Foxtrot Alfa Lima Papa Mike Bravo Echo Quebec,397-9871,"error: invalid date ""08:00""",Purple,Jessy,ACTIVE
806,United States,Washington,Sierra Delta Yankee Alfa Quebec November Golf X-ray Oscar Kilo Lima,185-3319,"error: invalid date ""08:00""",Mauv,Olia,ACTIVE
807,Honduras,El Agua Dulcita,Yankee Mike Romeo Whiskey Echo Foxtrot Quebec Alfa Sierra Juliett X-ray Tango Zulu November Delta,030-3982,"error: invalid date ""08:00""",Mauv,Leese,ACTIVE
808,Indonesia,Wonda,Papa Bravo Quebec Zulu Charlie Alfa Yankee Romeo X-ray Sierra November,423-4315,"error: invalid date ""08:00""",Violet,Ailina,ACTIVE
809,Norway,Porsgrunn,Hotel Victor Whiskey X-ray Alfa Uniform Mike India Golf Sierra Delta,663-1420,"error: invalid date ""08:00""",Puce,Stacee,ACTIVE
810,Russia,Novopokrovka,Charlie Quebec November Whiskey Hotel Mike Uniform Yankee Papa Bravo Tango Lima Delta Juliett Zulu X-ray,233-1549,"error: invalid date ""08:00""",Maroon,Gwynne,ACTIVE
811,Czech Republic,Podolí,Delta Mike Tango Foxtrot Bravo Lima Uniform X-ray Whiskey Alfa Quebec Kilo Hotel Juliett Victor Echo,562-7584,"error: invalid date ""08:00""",Red,Maressa,ACTIVE
812,Panama,Alto de la Estancia,Juliett Yankee Echo Mike November Lima Delta Papa Hotel Zulu Whiskey India Tango Uniform Bravo Sierra Kilo Romeo Alfa,030-1335,"error: invalid date ""08:00""",Puce,Joannes,ACTIVE
813,Portugal,São Pedro do Estoril,Golf Tango India Oscar Uniform X-ray Hotel Charlie Sierra Juliett Alfa Zulu Victor Echo Quebec Delta Lima Mike,276-6489,"error: invalid date ""08:00""",Purple,Marne,ACTIVE
814,Japan,Isehara,Echo Bravo Zulu Papa Yankee Oscar X-ray Quebec Foxtrot Tango India Whiskey Alfa Mike November,212-2534,"error: invalid date ""08:00""",Purple,Rebekah,ACTIVE
815,Indonesia,Karangpeton,Mike Kilo Quebec Foxtrot Oscar Golf November Charlie Delta Bravo Zulu Lima X-ray Victor Tango Alfa,959-8211,"error: invalid date ""08:00""",Violet,Larisa,ACTIVE
816,Brazil,Rio Negro,Yankee Golf Mike Juliett Tango India Kilo Charlie Victor Sierra Oscar Bravo Romeo Quebec Hotel X-ray Uniform Delta Papa,920-9407,"error: invalid date ""08:00""",Teal,Donna,ACTIVE
817,France,Quimper,Whiskey Tango Romeo Bravo Golf Mike Uniform India Juliett Delta Quebec Oscar Zulu Hotel X-ray Lima Yankee Kilo,587-4872,"error: invalid date ""08:00""",Maroon,Jenica,ACTIVE
818,Pakistan,Nowshera Cantonment,Alfa November Zulu Charlie Kilo X-ray Papa Romeo Hotel Foxtrot Delta,618-3539,"error: invalid date ""08:00""",Orange,Elenore,ACTIVE
819,Togo,Atakpamé,Golf Sierra Echo Lima Bravo Kilo Mike November Foxtrot Oscar Alfa Victor Hotel Tango X-ray Juliett India Zulu Uniform Quebec,539-0388,"error: invalid date ""08:00""",Khaki,Bette,ACTIVE
820,China,Longzhong,Victor Oscar Mike Foxtrot Uniform Juliett Bravo Zulu Charlie Papa,620-1177,"error: invalid date ""08:00""",Yellow,Lurline,ACTIVE
821,Syria,Sahnaiya,Whiskey Lima Delta X-ray Foxtrot Golf Tango November Zulu Juliett Yankee Kilo Oscar Bravo India Sierra Quebec Echo Uniform Papa,177-1284,"error: invalid date ""08:00""",Blue,Salome,ACTIVE
822,Portugal,Cimo de Vila,Uniform Delta Lima Charlie X-ray India Romeo Oscar Hotel Whiskey Foxtrot Zulu Yankee Tango,835-9333,"error: invalid date ""08:00""",Indigo,Cynthia,ACTIVE
823,Tunisia,Chebba,Sierra Kilo Lima Zulu India Tango Foxtrot Bravo November Yankee Hotel Juliett Victor Delta Quebec X-ray,495-1852,"error: invalid date ""08:00""",Maroon,Seka,ACTIVE
824,Russia,Grigoropolisskaya,Bravo Quebec Tango Hotel Echo X-ray Romeo Lima Mike Uniform Whiskey Delta Victor Golf,350-8101,"error: invalid date ""08:00""",Pink,Sella,ACTIVE
825,Dominican Republic,La Julia,Charlie Echo Kilo Zulu Delta Whiskey November Quebec Mike Oscar Papa Lima Foxtrot,921-9433,"error: invalid date ""08:00""",Mauv,Lorenza,ACTIVE
826,United States,Florence,X-ray Lima Uniform Kilo Yankee Golf Papa Hotel Alfa India Mike,746-2877,"error: invalid date ""08:00""",Indigo,Abagail,ACTIVE
827,China,Guan’e,India Sierra Zulu Alfa Uniform Yankee Victor Romeo Bravo Juliett Oscar Charlie Hotel Delta X-ray Foxtrot Kilo Mike Echo Golf,753-9555,"error: invalid date ""08:00""",Yellow,Sandye,ACTIVE
828,Canada,La Ronge,Tango Victor Papa Lima Romeo November India Zulu Oscar Golf Kilo Quebec Juliett Sierra,342-9819,"error: invalid date ""08:00""",Red,Corabel,ACTIVE
829,Afghanistan,Balkh,X-ray Yankee Foxtrot Hotel Quebec Alfa Oscar Mike Juliett Charlie Golf Kilo Echo,719-6625,"error: invalid date ""08:00""",Red,Nananne,ACTIVE
830,Poland,Pawonków,Delta Papa Kilo X-ray Zulu India Tango Yankee Romeo Whiskey,843-2052,"error: invalid date ""08:00""",Crimson,Pearla,ACTIVE
831,China,Hanting,Charlie Whiskey Sierra X-ray Victor Uniform Alfa Tango November Quebec Oscar Mike Delta Juliett Bravo,461-8711,"error: invalid date ""08:00""",Indigo,Deena,ACTIVE
832,China,Baisha,Quebec Victor Mike Oscar Delta Hotel November Echo Papa Juliett Bravo Whiskey,520-4065,"error: invalid date ""08:00""",Red,Margie,ACTIVE
833,Serbia,Begejci,Kilo Alfa India Romeo Delta Yankee Echo November Papa Tango,450-7125,"error: invalid date ""08:00""",Purple,Lizette,ACTIVE
834,France,Metz,Lima Foxtrot Whiskey Uniform Hotel Mike Juliett Sierra X-ray Charlie Victor Alfa Delta Tango Zulu Yankee Quebec,889-0788,"error: invalid date ""08:00""",Turquoise,Zahara,ACTIVE
835,Slovenia,Solkan,Charlie Lima November Foxtrot Bravo Golf Sierra Juliett Kilo Mike Whiskey Quebec Delta Uniform Alfa Tango India Echo Victor,159-3268,"error: invalid date ""08:00""",Mauv,Talya,ACTIVE
836,China,Hairag,Romeo November India Lima Bravo Quebec Alfa Juliett Kilo Mike X-ray Papa Uniform Whiskey Oscar,396-1086,"error: invalid date ""08:00""",Maroon,Cilka,ACTIVE
837,Croatia,Umag,Uniform Echo Sierra Foxtrot Oscar X-ray Lima Tango Hotel Juliett Quebec Mike Bravo India Yankee November Delta Whiskey Papa,605-5267,"error: invalid date ""08:00""",Crimson,Hyacinthia,ACTIVE
838,China,Pianling,Charlie Echo Golf Yankee Uniform Lima Alfa Papa X-ray Delta Romeo,210-2483,"error: invalid date ""08:00""",Mauv,Ulrika,ACTIVE
839,Indonesia,Arjasari,Hotel Golf Whiskey Victor Charlie Zulu Foxtrot Oscar Papa Alfa Tango India November Romeo X-ray Lima Bravo Kilo Mike,190-3724,"error: invalid date ""08:00""",Violet,Kalila,ACTIVE
840,Philippines,Dalupaon,Hotel Tango Charlie November Echo Alfa Juliett Sierra Mike India Yankee Kilo Uniform,164-7161,"error: invalid date ""08:00""",Violet,Edwina,ACTIVE
841,Sweden,Järfälla,India Zulu Victor Lima Uniform Yankee Delta Papa Golf Mike Sierra Oscar Bravo Foxtrot Tango November Charlie X-ray,027-2414,"error: invalid date ""08:00""",Maroon,Shalna,ACTIVE
842,Bolivia,San Francisco,Bravo Tango Yankee Zulu Victor Sierra Kilo Echo X-ray India Papa Mike Alfa November Uniform Foxtrot Oscar,965-7801,"error: invalid date ""08:00""",Goldenrod,Mechelle,ACTIVE
843,Argentina,Campo Viera,Tango Foxtrot Golf Yankee Bravo Uniform Oscar Lima X-ray Juliett Zulu Alfa India Papa,575-8560,"error: invalid date ""08:00""",Green,Celene,ACTIVE
844,Canada,Farnham,Golf X-ray Delta Victor Zulu Alfa Quebec Bravo Romeo Lima Oscar Yankee,682-7682,"error: invalid date ""08:00""",Mauv,Hettie,ACTIVE
845,Poland,Tolkmicko,Papa Tango Hotel Charlie Alfa Golf Whiskey Quebec November Oscar Kilo India Romeo Foxtrot Lima,873-7103,"error: invalid date ""08:00""",Turquoise,Leonelle,ACTIVE
846,Philippines,Maria Aurora,Zulu Quebec Lima Alfa November Victor Golf India X-ray Foxtrot Uniform Papa Charlie Sierra Romeo Mike Delta Tango Yankee Juliett,386-6143,"error: invalid date ""08:00""",Yellow,Georgina,ACTIVE
847,China,Wuyao,Uniform Kilo India Romeo X-ray Zulu Tango Sierra Whiskey Golf Quebec Victor Oscar Echo,368-4348,"error: invalid date ""08:00""",Teal,Lethia,ACTIVE
848,Philippines,Banaybanay,November Hotel Golf Zulu Juliett Uniform Tango Foxtrot India Alfa Yankee Lima Quebec,339-3987,"error: invalid date ""08:00""",Blue,Willette,ACTIVE
849,Iran,‘Abbāsābād,Yankee Whiskey Uniform Zulu Echo Lima Kilo November Charlie Quebec Mike X-ray Tango Golf Bravo Sierra Juliett Romeo Delta,014-1399,"error: invalid date ""08:00""",Violet,Corrina,ACTIVE
850,Nepal,Tulsīpur,Tango Charlie Hotel Quebec X-ray Yankee Delta Uniform Oscar Papa Mike Echo Victor,304-7099,"error: invalid date ""08:00""",Purple,Noelyn,ACTIVE
851,China,Pingtang,Mike Tango Whiskey Uniform India Victor November Yankee Alfa Quebec Romeo Lima Golf Hotel,665-9316,"error: invalid date ""08:00""",Yellow,Florette,ACTIVE
852,Brazil,São José de Mipibu,Echo Quebec Oscar Uniform Juliett Victor Papa Lima Charlie Foxtrot Sierra Delta Kilo Whiskey Zulu India X-ray Mike Hotel Tango,320-1324,"error: invalid date ""08:00""",Yellow,Genovera,ACTIVE
853,China,Heshui,India Zulu Golf Echo Romeo X-ray Bravo November Papa Lima Victor Hotel Oscar Whiskey,960-8542,"error: invalid date ""08:00""",Blue,Amalie,ACTIVE
854,Guadeloupe,Pointe-à-Pitre,Bravo Oscar Hotel Whiskey Alfa India Tango Delta Foxtrot Uniform November Romeo Papa Quebec,772-1659,"error: invalid date ""08:00""",Violet,Staci,ACTIVE
855,United States,Austin,Zulu Kilo Sierra Uniform Oscar Bravo Yankee Echo Hotel Delta Quebec,869-2785,"error: invalid date ""08:00""",Red,Suzie,ACTIVE
856,Brazil,Ilhabela,Quebec Hotel Delta Yankee Foxtrot Charlie Uniform Golf November Echo Whiskey India X-ray Zulu Mike Kilo Victor Oscar Sierra,932-0473,"error: invalid date ""08:00""",Green,Lura,ACTIVE
857,Sweden,Kungshamn,X-ray Bravo Zulu Quebec Lima Yankee Uniform Hotel Oscar Delta Golf Sierra Victor November Kilo Alfa India Tango Juliett,361-7438,"error: invalid date ""08:00""",Indigo,Laure,ACTIVE
858,Nigeria,Ikeja,Charlie Uniform Papa Delta Golf Yankee November Alfa India Oscar Quebec Lima Sierra Zulu Bravo Victor X-ray Foxtrot Romeo Echo,362-5924,"error: invalid date ""08:00""",Pink,Lorrie,ACTIVE
859,France,Sallanches,India X-ray Charlie Lima Yankee Golf Zulu Mike Delta Romeo Tango Hotel Bravo,052-4619,"error: invalid date ""08:00""",Crimson,Ethelind,ACTIVE
860,Armenia,Gugark’,X-ray Papa Charlie Whiskey Juliett Zulu Tango Golf Mike Oscar November Romeo Quebec Echo Hotel Lima Sierra Bravo,175-3109,"error: invalid date ""08:00""",Blue,Tierney,ACTIVE
861,Russia,Rodionovo-Nesvetayskaya,Mike Delta X-ray Oscar Kilo Foxtrot Golf Victor Tango Quebec November Alfa Yankee,495-1637,"error: invalid date ""08:00""",Violet,Robbin,ACTIVE
862,Czech Republic,Fryčovice,Hotel Tango Victor India Echo November Sierra Papa Quebec Bravo,832-3385,"error: invalid date ""08:00""",Teal,Starlene,ACTIVE
863,China,Cikou,Oscar Zulu Yankee Mike Victor Golf Hotel November Tango Quebec X-ray Uniform Papa Echo Whiskey Bravo Juliett Foxtrot,644-3321,"error: invalid date ""08:00""",Purple,Pepita,ACTIVE
864,Philippines,Semirara,Mike Whiskey Bravo Zulu Uniform Delta X-ray Papa Quebec Lima Romeo Victor Sierra Tango Oscar Charlie Echo,920-2292,"error: invalid date ""08:00""",Fuscia,Ruthy,ACTIVE
865,Lithuania,Kulautuva,Yankee Zulu Oscar Quebec Romeo Sierra Kilo Whiskey X-ray Hotel Golf November Uniform Tango Delta,610-5291,"error: invalid date ""08:00""",Orange,Lucinda,ACTIVE
866,Poland,Kuczbork-Osada,Papa Quebec Mike Golf November Bravo Echo India Zulu Juliett Charlie Foxtrot,507-0048,"error: invalid date ""08:00""",Mauv,Rodina,ACTIVE
867,Japan,Hita,Lima Bravo Foxtrot Tango Papa Golf Quebec Delta Yankee Oscar Victor Echo,249-1062,"error: invalid date ""08:00""",Crimson,Corina,ACTIVE
868,Tanzania,Dar es Salaam,Bravo Sierra Tango Kilo Oscar Quebec Whiskey Papa Yankee Hotel Uniform Delta Golf Echo X-ray,219-9443,"error: invalid date ""08:00""",Pink,Shari,ACTIVE
869,Indonesia,Kowang Utara,November X-ray Uniform Bravo Zulu Whiskey India Tango Golf Mike Alfa Juliett Foxtrot Hotel Romeo Lima,763-5509,"error: invalid date ""08:00""",Indigo,Maegan,ACTIVE
870,Russia,Sergeyevka,Charlie Uniform Hotel Yankee Echo Oscar Foxtrot November Kilo X-ray Romeo Victor Juliett Delta Lima Bravo Tango,900-7583,"error: invalid date ""08:00""",Yellow,Marylee,ACTIVE
871,Portugal,Vila Flor,Echo Romeo Delta November Mike Charlie Golf Victor Whiskey Uniform Alfa X-ray Tango Kilo Juliett Oscar Hotel Quebec Lima,905-0575,"error: invalid date ""08:00""",Turquoise,Sharline,ACTIVE
872,Kazakhstan,Lenger,Quebec Delta Foxtrot Juliett November Alfa Hotel Oscar Whiskey Zulu Romeo Lima X-ray Bravo Mike Charlie Yankee Papa,451-0877,"error: invalid date ""08:00""",Fuscia,Sydney,ACTIVE
873,China,Fulong,Bravo Charlie India Tango Oscar Mike Echo Papa Golf November,731-1652,"error: invalid date ""08:00""",Indigo,Gwenora,ACTIVE
874,Russia,Otrado-Kubanskoye,Foxtrot Yankee Hotel Victor Golf Whiskey Lima Zulu Bravo Delta November Charlie X-ray Romeo India Kilo,803-0979,"error: invalid date ""08:00""",Pink,Jilleen,ACTIVE
875,Colombia,Norcasia,India Whiskey Sierra Victor Tango Echo Zulu Bravo Golf Oscar November Hotel,422-7324,"error: invalid date ""08:00""",Yellow,Sharyl,ACTIVE
876,Poland,Jelcz,Tango Uniform Whiskey Hotel Delta Romeo Lima Quebec Sierra Golf Alfa Papa Kilo November X-ray Echo India Zulu Foxtrot,350-0934,"error: invalid date ""08:00""",Puce,Ericka,ACTIVE
877,Japan,Ōmuta,Papa Delta Lima Bravo Kilo Oscar Mike Sierra Foxtrot Yankee X-ray,235-5691,"error: invalid date ""08:00""",Red,Daile,ACTIVE
878,Serbia,Rumenka,Victor Yankee India Bravo Charlie Foxtrot X-ray Golf Oscar Kilo Tango Quebec Alfa Hotel Delta,261-2423,"error: invalid date ""08:00""",Fuscia,Odette,ACTIVE
879,Brazil,Viana,Whiskey Foxtrot Mike Oscar Juliett Echo Bravo Alfa Delta Victor India Papa Uniform Tango,826-2420,"error: invalid date ""08:00""",Aquamarine,Andeee,ACTIVE
880,Brazil,Itaí,Zulu Yankee Charlie Golf X-ray Tango Lima Foxtrot Romeo Whiskey Bravo Juliett,889-5886,"error: invalid date ""08:00""",Puce,Stephani,ACTIVE
881,Indonesia,Badung,Tango November Bravo India Yankee Victor Oscar Whiskey Hotel Papa Foxtrot Uniform Sierra Juliett Echo Kilo,808-5293,"error: invalid date ""08:00""",Blue,Gelya,ACTIVE
882,China,Yushan,November Tango Delta Zulu Mike Bravo Juliett Kilo Quebec Uniform Oscar Yankee Charlie Papa Romeo Alfa X-ray,886-0841,"error: invalid date ""08:00""",Fuscia,Dorie,ACTIVE
883,Indonesia,Sampangan,Kilo Quebec Charlie Bravo Mike Yankee Echo Golf Tango Foxtrot Lima Sierra Delta Alfa Romeo,010-0582,"error: invalid date ""08:00""",Goldenrod,Fayina,ACTIVE
884,Philippines,Mapulo,India Hotel Golf Kilo Oscar Whiskey Mike Yankee Romeo Victor Sierra Delta Juliett Bravo Tango,777-6076,"error: invalid date ""08:00""",Blue,Carey,ACTIVE
885,South Africa,Groblersdal,Kilo Uniform Mike Papa Alfa X-ray November Oscar Hotel Zulu Quebec Delta Charlie Echo Victor Juliett,182-4358,"error: invalid date ""08:00""",Mauv,Mellisent,ACTIVE
886,Honduras,Ojos de Agua,India Papa Mike Golf Hotel Sierra Bravo Uniform Yankee Whiskey Kilo Zulu Quebec November Echo Charlie Alfa X-ray Juliett,966-1272,"error: invalid date ""08:00""",Khaki,Grissel,ACTIVE
887,China,Daji,Golf Hotel Foxtrot Oscar Kilo Victor Alfa Tango Romeo Zulu Whiskey X-ray Quebec Echo Lima Yankee Mike Papa Uniform Sierra,223-3113,"error: invalid date ""08:00""",Blue,Gill,ACTIVE
888,Kazakhstan,Shar,Delta Victor Juliett Uniform Whiskey Sierra November Lima Papa Hotel Foxtrot Alfa India Echo Kilo,178-2334,"error: invalid date ""08:00""",Aquamarine,Marlyn,ACTIVE
889,Indonesia,Lakbok,Papa Foxtrot Echo Oscar November Quebec Yankee Bravo Delta Hotel Victor Kilo Charlie X-ray,836-4391,"error: invalid date ""08:00""",Purple,Belicia,ACTIVE
890,Ethiopia,Gondar,X-ray Foxtrot Echo Yankee Golf Charlie Delta Uniform Oscar Hotel Kilo Whiskey Tango Alfa Zulu Juliett November India,742-9692,"error: invalid date ""08:00""",Goldenrod,Mallorie,ACTIVE
891,Philippines,Tignoan,Sierra Whiskey Alfa Victor Uniform Kilo Charlie Tango Papa Zulu X-ray,141-9431,"error: invalid date ""08:00""",Mauv,Maire,ACTIVE
892,Indonesia,Pomahan,Juliett India Mike Papa Uniform X-ray Hotel Victor Lima Delta Oscar Bravo Romeo Kilo,215-7777,"error: invalid date ""08:00""",Yellow,Keslie,ACTIVE
893,China,Talin Hiag,Romeo Uniform India Charlie Quebec Sierra Whiskey Golf Kilo Foxtrot,100-9959,"error: invalid date ""08:00""",Yellow,Andreana,ACTIVE
894,Greece,Filiátes,Mike Whiskey Delta Sierra India Victor Alfa Oscar Bravo Charlie Kilo X-ray Quebec Romeo Hotel,412-6224,"error: invalid date ""08:00""",Khaki,Hana,ACTIVE
895,France,Valenciennes,Charlie Whiskey Juliett Sierra Delta November Quebec Golf Zulu Alfa,272-2995,"error: invalid date ""08:00""",Orange,Kaylee,ACTIVE
896,Czech Republic,Hodkovice nad Mohelkou,Uniform November Foxtrot Golf Oscar Victor Juliett Zulu Bravo Yankee Tango Romeo Charlie Echo Lima Papa,882-1566,"error: invalid date ""08:00""",Crimson,Pietra,ACTIVE
897,Saudi Arabia,Ad Dawādimī,November Zulu Echo X-ray Sierra Kilo Yankee Charlie Juliett Whiskey Uniform Romeo,816-1558,"error: invalid date ""08:00""",Crimson,Estella,ACTIVE
898,China,Xi’an,Alfa Golf Zulu X-ray Foxtrot Oscar Hotel Bravo India Sierra Whiskey Kilo Mike Charlie Juliett Lima November Papa Tango,060-8085,"error: invalid date ""08:00""",Violet,Aurelie,ACTIVE
899,Dominican Republic,Juan Adrián,Zulu Lima Sierra Charlie Romeo Foxtrot Alfa Bravo Papa India Hotel Uniform Oscar,750-4369,"error: invalid date ""08:00""",Indigo,Roxi,ACTIVE
900,Norway,Harstad,X-ray Bravo Alfa Charlie Romeo Quebec Kilo Delta Mike India Hotel Lima Echo November Sierra Tango Golf,840-2946,"error: invalid date ""08:00""",Mauv,Wendy,ACTIVE
901,Poland,Błonie,Victor Delta India Kilo Bravo Mike Juliett Foxtrot Golf Sierra November Oscar Whiskey Lima,244-3829,"error: invalid date ""08:00""",Pink,Agace,ACTIVE
902,China,Qingshu,Charlie Sierra Yankee Mike Oscar Alfa Victor November Lima Romeo Echo Golf,866-3492,"error: invalid date ""08:00""",Turquoise,Carie,ACTIVE
903,Panama,Mulatupo,Juliett Zulu Foxtrot Tango X-ray Sierra Kilo Hotel Oscar Papa Golf Victor Bravo Mike Romeo Uniform Whiskey Delta,542-1238,"error: invalid date ""08:00""",Mauv,Nyssa,ACTIVE
904,Senegal,Diofior,India Echo Sierra Golf Mike Quebec Lima X-ray Zulu Romeo Hotel Kilo Alfa Yankee Victor November Delta,192-8928,"error: invalid date ""08:00""",Fuscia,Kipp,ACTIVE
905,Indonesia,Simpanganduwet,Juliett Quebec Uniform Sierra Victor Kilo Yankee X-ray Oscar Foxtrot Echo Alfa Hotel,688-9433,"error: invalid date ""08:00""",Aquamarine,Jamie,ACTIVE
906,Czech Republic,Česká Skalice,Sierra Victor Alfa Bravo Delta Romeo Hotel Papa Quebec Mike India Foxtrot Whiskey Zulu November Echo Charlie Uniform Lima Oscar,431-0183,"error: invalid date ""08:00""",Indigo,Elmira,ACTIVE
907,China,Wutongkou,Papa Juliett Yankee Bravo Uniform Echo Zulu Tango Hotel Foxtrot Lima November Delta Alfa India,392-7767,"error: invalid date ""08:00""",Violet,Edee,ACTIVE
908,Indonesia,Palaihari,X-ray Hotel Bravo Uniform Mike Papa Quebec Charlie Oscar Juliett Golf Lima India Sierra,567-5580,"error: invalid date ""08:00""",Puce,Nance,ACTIVE
909,Finland,Lappajärvi,Charlie Lima Echo Quebec Papa Hotel Victor Tango Juliett Alfa X-ray Kilo Oscar Foxtrot Romeo Delta,979-1986,"error: invalid date ""08:00""",Orange,Margarethe,ACTIVE
910,Germany,Frankfurt am Main,India Victor Uniform X-ray Tango Sierra Alfa Golf Whiskey Mike Romeo Charlie Papa Echo Juliett Foxtrot November Hotel Quebec,326-1014,"error: invalid date ""08:00""",Crimson,Elysha,ACTIVE
911,Haiti,Roche-à-Bateau,Yankee Echo Bravo Tango Uniform Papa Sierra Mike Kilo Victor,542-0635,"error: invalid date ""08:00""",Orange,Dennie,ACTIVE
912,Greece,Áno Kopanákion,Charlie Mike X-ray Alfa Oscar Tango Juliett Zulu Uniform Bravo Hotel Yankee Golf Romeo Echo Kilo Quebec Foxtrot,673-7028,"error: invalid date ""08:00""",Maroon,Ertha,ACTIVE
913,Belarus,Prawdzinski,Romeo Alfa X-ray Golf Whiskey Victor Uniform Lima Oscar Hotel,385-1994,"error: invalid date ""08:00""",Mauv,Sianna,ACTIVE
914,Argentina,Charras,Hotel Yankee Lima Bravo Victor Delta Quebec Charlie Romeo November,916-0464,"error: invalid date ""08:00""",Fuscia,Uta,ACTIVE
915,Ukraine,Khorostkiv,Victor Mike Tango Sierra Alfa Papa Kilo Zulu Charlie Quebec,934-4125,"error: invalid date ""08:00""",Goldenrod,Ricky,ACTIVE
916,Luxembourg,Mertert,Victor Tango Hotel Kilo November Yankee Lima Papa Romeo Oscar Juliett X-ray Zulu Bravo Alfa Charlie Uniform Golf Quebec Delta,919-8200,"error: invalid date ""08:00""",Pink,Elisabet,ACTIVE
917,Indonesia,Banjar Pekandelan,Papa Romeo Bravo Yankee Kilo Foxtrot Uniform Oscar Mike Hotel Sierra X-ray Echo Alfa,888-0822,"error: invalid date ""08:00""",Orange,Carolee,ACTIVE
918,Russia,Burmakino,India Papa Oscar Foxtrot Charlie Quebec Juliett Echo Alfa Zulu Uniform Whiskey Mike Golf Romeo Kilo X-ray Yankee Bravo Delta,692-0291,"error: invalid date ""08:00""",Fuscia,Bambi,ACTIVE
919,Philippines,Malaga,Romeo Quebec Kilo Lima Papa Whiskey Yankee Golf Hotel X-ray Foxtrot Echo Zulu Bravo Juliett India,145-7856,"error: invalid date ""08:00""",Red,Genevieve,ACTIVE
920,Albania,Labinot-Mal,India Romeo Echo Whiskey Kilo Alfa Quebec Victor Delta Bravo Hotel Charlie Foxtrot,411-1814,"error: invalid date ""08:00""",Blue,Georgine,ACTIVE
921,Indonesia,Birsa,Papa Golf Yankee Victor Juliett Charlie Delta Tango Uniform Romeo Alfa Kilo Foxtrot Mike Bravo Whiskey November,547-2673,"error: invalid date ""08:00""",Blue,Eveleen,ACTIVE
922,Vietnam,Thạnh Mỹ,Quebec Sierra Delta Whiskey Lima Yankee India X-ray Oscar Romeo Echo Tango,488-0638,"error: invalid date ""08:00""",Mauv,Eadith,ACTIVE
923,Sudan,Rabak,Foxtrot Hotel Golf Delta Whiskey Sierra Bravo Papa Zulu Alfa Lima November Mike India Romeo Uniform Oscar Yankee Quebec,043-0256,"error: invalid date ""08:00""",Goldenrod,Angela,ACTIVE
924,Pakistan,Nārang,Romeo Papa November Uniform Golf Sierra India Alfa Hotel Juliett Yankee,222-2096,"error: invalid date ""08:00""",Khaki,Simonne,ACTIVE
925,Solomon Islands,Auki,X-ray Victor Oscar Quebec Uniform Tango November Golf Sierra Charlie Bravo Zulu Juliett,121-7722,"error: invalid date ""08:00""",Yellow,Elli,ACTIVE
926,China,Aotou,Charlie Quebec Echo Golf Whiskey November Foxtrot Romeo Bravo Oscar,497-8265,"error: invalid date ""08:00""",Yellow,Eden,ACTIVE
927,Russia,Sokolovo,Mike Papa X-ray Romeo Juliett Tango Golf November Uniform Zulu Oscar Lima Alfa Kilo Sierra Charlie Delta Hotel,322-7106,"error: invalid date ""08:00""",Pink,Fanchette,ACTIVE
928,Cameroon,Tiko,November Alfa X-ray Victor Golf Mike Papa Whiskey Delta Foxtrot Yankee Romeo,835-3971,"error: invalid date ""08:00""",Mauv,Sibby,ACTIVE
929,Sweden,Höganäs,Mike Uniform Lima Kilo Victor Foxtrot Zulu Bravo Romeo Oscar Echo Quebec Golf,572-3415,"error: invalid date ""08:00""",Aquamarine,Winnah,ACTIVE
930,Serbia,Vršac,Juliett Echo November Kilo Golf Sierra Uniform Hotel Foxtrot Romeo,642-7812,"error: invalid date ""08:00""",Fuscia,Teressa,ACTIVE
931,Bulgaria,Tvŭrditsa,Golf Kilo Sierra Foxtrot Lima Charlie Alfa Papa Oscar Zulu X-ray Delta Uniform Victor Tango Quebec Whiskey Mike Bravo Juliett,145-1846,"error: invalid date ""08:00""",Green,Vevay,ACTIVE
932,Indonesia,Pasar,Quebec India Delta Zulu Oscar Whiskey Charlie November X-ray Bravo Tango Alfa Romeo Echo Papa Lima Juliett Golf Foxtrot,806-0956,"error: invalid date ""08:00""",Yellow,Rosita,ACTIVE
933,Russia,Klyuchevsk,Alfa Kilo Echo Juliett Whiskey Quebec Tango Delta Lima Mike Bravo X-ray Romeo Charlie Oscar Foxtrot Hotel,904-2561,"error: invalid date ""08:00""",Orange,Carolann,ACTIVE
934,China,Heshe,Papa Uniform Kilo Victor Yankee Charlie Foxtrot Romeo Lima Oscar India X-ray Bravo Whiskey November Tango Echo Zulu,181-1566,"error: invalid date ""08:00""",Green,Loutitia,ACTIVE
935,Vietnam,Nha Trang,Hotel Uniform Papa Bravo Foxtrot India November X-ray Whiskey Juliett Quebec Golf Alfa Yankee Delta Romeo Echo Lima Sierra,875-2595,"error: invalid date ""08:00""",Mauv,Cleo,ACTIVE
936,China,Erdu,Kilo X-ray Romeo Charlie Sierra Golf Lima India Victor Oscar Zulu Foxtrot Uniform Yankee Tango Hotel Alfa Whiskey November,902-7559,"error: invalid date ""08:00""",Purple,Stephine,ACTIVE
937,United States,Racine,Oscar India Lima Tango Alfa Kilo Yankee X-ray Charlie Delta Romeo Bravo Golf Juliett Uniform November Hotel Papa Zulu,794-3864,"error: invalid date ""08:00""",Puce,Karylin,ACTIVE
